verdict,business_id,business_name,candidate_name,url,platform,candidate_type,lead_score,match_reason,dm_text,send_date,sender,send_status,memo
SEND_READY,ai_net_business,AIネットビジネス,沖縄カフェ店主のブログ | SNS更新が続かない,https://okinawa-cafe-blog.jp/sns-problem,google_serp,store_owner_struggling_sns,9,SNS更新困ってる投稿あり。ニーズが明確で最優先,はじめまして！店舗向けAI集客のサポートをしています。SNS更新が続かないお悩み、ChatGPTとテンプレートを使ってかなり楽になる方法があります。よろしければ詳細をお送りしましょうか？,,,未送信,
SEND_READY,ai_net_business,AIネットビジネス,@naha_esthe_owner | Instagram,https://www.instagram.com/naha_esthe_owner/,instagram_serp,beauty_owner_sns_struggle,9,サロン経営者がSNS悩みを公開投稿。直接アプローチOK,はじめまして！サロン向けAI集客サポートをしています。投稿が続かないお悩み、AI＋テンプレートで週1作業にできる仕組みがあります。よろしければ詳細をお伝えできますか？😊,,,未送信,
SEND_READY,ryukyu_hotpot,琉球火鍋,Okinawa Marriott Resort & Spa | Concierge,https://okinawa-marriott.co.jp/concierge,google_serp,luxury_hotel,9,高級ホテルのコンシェルジュは記念日ディナーへの紹介確度高い,突然のご連絡失礼いたします。那覇の琉球火鍋です。誕生日・記念日ディナーをお探しのご宿泊者様へご紹介いただける機会があればとご連絡しました。黒毛和牛・アグー豚の高単価火鍋で特別な夜を演出します。,,,未送信,
SEND_READY,tachinomiya,TACHINOMIYA,@okinawa_travel_guide2024 | Instagram,https://www.instagram.com/okinawa_travel_guide2024/,instagram_serp,tourism_media,9,旅行IG12k。送客・PRで直接来店につながる最優先,はじめまして！国際通りの立ち飲みBAR・TACHINOMIYAです。沖縄旅行の投稿いつも拝見してます🌺 もしよければ2軒目スポットとしてご紹介いただけたら嬉しいです！,,,未送信,
SEND_READY,trees_catering,Trees Catering,琉球エンターテイメント株式会社 | 沖縄のイベント企画・運営,https://ryukyu-entertainment.co.jp/contact,google_serp,event_company,9,イベント会社は最優先。食事手配が直接需要に一致,はじめまして！沖縄でケータリングを運営しているTREE'sです。法人懇親会や展示会のフード手配でよくお声がけいただきます。よろしければ一度、お話を聞かせていただけますか？,,,未送信,
SEND_READY,ai_net_business,AIネットビジネス,沖縄居酒屋オーナーのTwitter | 集客の悩み,https://twitter.com/okinawa_izakaya_owner,threads_serp,restaurant_owner_ai_interest,8,AI活用に興味あり発言。ニーズ一致でタイミングが良い,はじめまして！店舗向けAI集客のサポートをしています。AI活用・SNS自動化に興味があるとのこと。実際に居酒屋さんで使っている方法をよろしければご紹介できますか？,,,未送信,
SEND_READY,ryukyu_hotpot,琉球火鍋,@okinawa_luxury_stays | Instagram,https://www.instagram.com/okinawa_luxury_stays/,instagram_serp,inbound_media,8,インバウンドIG8.5k。英語対応済みのため紹介効果大,"Hello! We're Ryukyu Hotpot in Naha, Okinawa – premium wagyu hotpot for special occasions. We'd love to be featured on your account for anniversary and birthday dinner recommendations! Feel free to DM us 🍲",,,未送信,
SEND_READY,tachinomiya,TACHINOMIYA,ゲストハウスTRIP那覇 | 国際通り徒歩5分,https://guesthouse-trip-naha.com,google_serp,guesthouse,8,国際通り徒歩5分。スタッフから2軒目で紹介してもらえる,はじめまして、国際通りの立ち飲みBAR・TACHINOMIYAです。ゲストハウスのご宿泊者様に、2軒目の候補としてご紹介いただける機会があればとDMしました。よろしければ一度ご来店ください😊,,,未送信,
SEND_READY,trees_catering,Trees Catering,OKINAWAレンタルスペース那覇 | 会議室・パーティースペース,https://okinawa-rentalspace-naha.com,google_serp,rental_space,8,レンタルスペースは飲食手配を探している確率高,はじめまして、出張ケータリングのTREE'sです。貴社スペースでのパーティーやイベントにフードをご提供できればと思いご連絡しました。ご利用者様へのご案内など、お役に立てることがあればぜひ。,,,未送信,
REVISE,ai_net_business,AIネットビジネス,整体院まつもと | Googleビジネスプロフィール放置中,https://maps.google.com/?cid=123456789,google_serp,store_gbp_inactive,7,GBP放置は明確な課題。ただし電話 or DM手段を変更,はじめまして！Googleビジネスプロフィールの自動投稿サポートをしています。投稿を月2本程度自動化できる仕組みがあります。もしよければ詳細をお送りします。,,,未送信,
REVISE,ryukyu_hotpot,琉球火鍋,琉球トラベル株式会社 | 沖縄専門旅行代理店,https://ryukyu-travel.co.jp,google_serp,travel_agency,7,旅行代理店は担当者アプローチが必要。提携打診文に修正,突然のご連絡失礼いたします。那覇の琉球火鍋です。誕生日・記念日・接待ディナーのお客様へご紹介いただける旅行代理店様を探しております。ご担当者様へお繋ぎいただければ幸いです。,,,未送信,
REVISE,tachinomiya,TACHINOMIYA,OKINAWAグルメナビ | 国際通り特集,https://okinawa-gourmet-navi.com/kokusaidori,google_serp,gourmet_media,7,掲載料が発生する可能性あり。無料掲載交渉か相互紹介提案に変更,はじめまして！国際通りの立ち飲みBAR・TACHINOMIYAです。サーターアンダギーが食べられる唯一のBAR🍩として掲載のご相談ができればと思いご連絡しました。,,,未送信,
REVISE,trees_catering,Trees Catering,@naha_event_planner | Instagram,https://www.instagram.com/naha_event_planner/,instagram_serp,event_planner,7,IGアカウント。問い合わせ先が不明のためDM文調整要,はじめまして！沖縄のケータリングTREE'sです。懇親会・誕生日会などのフード手配でよくお仕事いただいています。コラボや案件ご紹介いただける機会があればとDMしました😊,,,未送信,
HOLD,ai_net_business,AIネットビジネス,美容師Aのnote | AI投稿自動化を試してみた,https://note.com/okinawa_beauty_a/ai-posting,google_serp,beauty_ai_early_adopter,6,既にAI活用中。競合分析・上位商品の紹介変更が必要,はじめまして！AI投稿の記事拝見しました😊 もう一歩踏み込んでGoogleビジネスプロフィールまで自動化すると集客導線が完成しますよ。よろしければ詳細をお伝えできますか？,,,未送信,
REVISE,ryukyu_hotpot,琉球火鍋,@naha_anniversary_collection | Instagram,https://www.instagram.com/naha_anniversary_collection/,instagram_serp,anniversary_media,6,記念日アカウント4.2k。DM文を日本語に修正して送れる,はじめまして！那覇の琉球火鍋です。誕生日・記念日のディナースポットとしてご紹介いただける機会があれば嬉しいです🎂 沖縄のアグー豚・黒毛和牛のプレミアム火鍋です。よろしければDMください！,,,未送信,
REVISE,tachinomiya,TACHINOMIYA,JTB沖縄 | 観光・ツアー予約,https://jtb-okinawa.co.jp,google_serp,tour_company,6,JTBは大手すぎて個人DM不向き。担当部署への正式アプローチへ変更,突然のご連絡失礼します。国際通りの立ち飲みBAR・TACHINOMIYAです。沖縄旅行のお客様に2軒目や軽飲食の場所としてご案内いただける機会があればと思いご連絡しました。担当の方にお繋ぎいただけますか。,,,未送信,
REVISE,trees_catering,Trees Catering,沖縄建設業協会 | 業界交流・懇親会,https://okinawa-kensetsu-kyokai.jp,google_serp,industry_association,6,業界団体は年1〜2回の需要。庶務担当への直接アプローチ必要,突然のご連絡失礼します。沖縄のケータリングTREE'sです。法人懇親会や総会のお食事手配でお役に立てればと思いご連絡しました。よろしければご担当の方にお繋ぎいただけますか。,,,未送信,
HOLD,ryukyu_hotpot,琉球火鍋,沖縄インバウンドコンソーシアム | 訪日旅行促進,https://okinawa-inbound.org,google_serp,inbound_org,5,団体加盟は稟議・手続きが必要。すぐには動けない,突然のご連絡失礼いたします。那覇の琉球火鍋です。インバウンドのお客様向けに沖縄体験ディナーを提供しております。貴機構の加盟・PR事業にお力添えできればと思いご連絡しました。,,,未送信,
HOLD,trees_catering,Trees Catering,ダブルツリーbyヒルトン那覇 | 宴会・ウェディング,https://doubletree-naha.co.jp/banquet,google_serp,hotel,5,ホテルは既に内製 or 既存業者がいる可能性。パートナー打診から,はじめまして、出張ケータリングのTREE'sです。宴会・レセプションの外部フード補完でご協力できることがあればと思いご連絡しました。お力添えできる機会があればぜひ。,,,未送信,
HOLD,tachinomiya,TACHINOMIYA,@kokusaidori_foodie | Instagram,https://www.instagram.com/kokusaidori_foodie/,instagram_serp,local_foodie_account,4,フォロワー数・影響力が不明。調査後判断,はじめまして！国際通りの立ち飲みBAR・TACHINOMIYAです。食べ歩き投稿いつも参考にしています🌺 もしよければ一度ご来店いただけますか？,,,未送信,
